Barn [kW],Dishwasher [kW],Fridge [kW],Furnace 1 [kW],Furnace 2 [kW],Garage door [kW],Home office [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Living room [kW],Microwave [kW],Well [kW],Wine cellar [kW],dewPoint,gen [kW],humidity,precipIntensity,precipProbability,pressure,temperature,time,time_europe,use [kW],visibility,windBearing,windSpeed
0.030133332999999998,1.67e-05,0.0049,0.02015,0.066683333,0.011716667,0.042416667000000005,0.0006,1.67e-05,1.67e-05,0.001216667,0.0032166670000000003,0.001,0.006916667,49.87,0.00335,0.81,0.0,0.0,1019.64,66.18,1451607000,2016-01-01 00:10:00,0.18900010100000003,9.62,249.0,6.0
0.035616667000000005,0.0,0.142116667,0.46795,0.0626,0.013283333,0.040066667,0.000766667,0.0,0.0,0.001566667,0.004,0.001,0.01475,39.19,0.0030166670000000002,0.24,0.0011,0.0,1018.49,49.35,1451607060,2016-01-01 00:11:00,0.7837166680000001,10.0,289.0,7.38
0.02875,0.00025,0.005066667,0.0204,0.069066667,0.01295,0.095666667,0.00041666699999999996,1.67e-05,0.0,0.0014833329999999999,0.0039833329999999995,0.001,0.177983333,58.92,0.200166667,0.46,0.0,0.0,1041.88,75.73,1451607120,2016-01-01 00:12:00,0.41703336699999993,10.0,349.0,5.45
0.03085,0.0,0.135316667,0.02085,0.065966667,0.01315,0.042033333,0.000766667,5e-05,0.0,0.001616667,0.004233333,0.000783333,0.0284,15.86,0.096666667,0.51,0.0,0.0,1008.88,31.62,1451607180,2016-01-01 00:13:00,0.34401666700000005,10.0,56.0,11.88
0.0297,1.3467,0.12345,0.020616666999999998,0.0619,0.013483333,0.04165,0.00075,6.670000000000001e-05,1.67e-05,0.3329,0.003166667,0.001,0.12356666699999999,23.15,0.0306,0.77,0.0071,0.0,1014.88,25.03,1451607240,2016-01-01 00:14:00,2.0989667340000002,10.0,175.0,17.7
0.031666667,5e-05,0.00515,0.1136,0.0634,0.0129,0.4998,0.0007,1.67e-05,1.67e-05,0.0016333329999999998,0.002883333,0.000983333,0.006716667,66.73,0.21125,0.8,0.0,0.0,1020.48,54.04,1451607300,2016-01-01 00:15:00,0.739516733,9.67,186.0,3.28
0.03135,0.00025,0.0055333330000000005,0.489333333,0.067066667,0.01295,0.034233333,0.00075,1.67e-05,0.0,0.0016,0.0032,0.0010833330000000001,0.008466666999999999,60.88,0.028716667,0.4,0.0,0.0,1001.78,64.34,1451607360,2016-01-01 00:16:00,0.6558333659999999,10.0,166.0,5.68
0.032566667,0.0,0.10845,0.153133333,0.10996666699999999,0.012866667,0.43705,0.0007,5e-05,0.0,0.00185,0.0032,0.000833333,0.007883333000000001,45.67,0.003433333,0.65,0.0,0.0,1022.7,36.16,1451607420,2016-01-01 00:17:00,0.8685499999999999,7.94,281.0,5.31
0.032166667,1.67e-05,0.005183333,0.019983333,0.605166667,0.0126,0.0428,0.00043333300000000005,5e-05,1.67e-05,0.00165,0.0030166670000000002,0.00105,0.0072166669999999995,61.42,0.003183333,0.31,0.0008,0.0,1016.1,54.14,1451607480,2016-01-01 00:18:00,0.7313500669999999,10.0,182.0,6.18
0.030866667,1.339783333,0.005166667,0.064683333,0.10076666699999999,0.013183333,0.051016667,0.0004,6.670000000000001e-05,0.0,0.0015333329999999998,0.003966667,0.001016667,0.139133333,26.52,0.003433333,0.93,0.0,0.0,1028.86,70.81,1451607540,2016-01-01 00:19:00,1.751583367,10.0,351.0,1.67
0.033233333,1.67e-05,0.12415,0.020033333,0.068766667,0.012966667,0.045466667,0.000766667,1.67e-05,1.67e-05,0.338916667,0.00295,0.001,0.007966667,64.28,0.002983333,0.89,0.0075,0.75,1014.89,77.34,1451607600,2016-01-01 00:20:00,0.656266768,10.0,267.0,8.98
0.029766667000000004,0.217283333,0.0053666669999999994,0.06381666700000001,0.40501666700000005,0.013216667,0.12545,0.000683333,6.670000000000001e-05,0.0,0.33995,0.0039,0.001,0.008283333,38.5,0.004266667,0.52,0.001,0.0,1006.94,56.82,1451607660,2016-01-01 00:21:00,1.213800034,10.0,199.0,7.45
0.0311,0.0,0.0051333329999999995,0.068133333,0.0647,0.0129,0.0406,0.000783333,0.0001,1.67e-05,0.0017,0.004166667,0.001,0.0079,20.09,0.285066667,0.78,0.0,0.0,1014.71,44.21,1451607720,2016-01-01 00:22:00,0.238233366,1.46,32.0,3.65
0.029216667,0.0,0.128683333,0.09021666699999999,0.5832666670000001,0.012983333,0.039816667,0.000516667,0.0002,0.0,0.001716667,0.003933333,0.000983333,0.1417,4.95,0.003333333,0.91,0.0015,0.0,1025.59,51.2,1451607780,2016-01-01 00:23:00,1.033233334,9.05,186.0,1.8
0.036916667,0.0,0.127016667,0.020283333,0.066266667,0.012833333,0.06335,0.000316667,8.329999999999999e-05,1.67e-05,0.001683333,0.0041,0.001,0.008016667,14.84,0.003283333,0.5,0.0,0.0,1010.46,19.34,1451607840,2016-01-01 00:24:00,0.34188333400000004,4.04,22.0,7.3
0.034483333,3.3299999999999996e-05,0.123083333,0.483466667,0.0654,0.012083333,0.039583333,0.00033333300000000006,0.000183333,0.0,0.0017333329999999999,0.00405,0.001,0.15275,52.68,0.003466667,0.64,0.0,0.0,1017.74,21.33,1451607900,2016-01-01 00:25:00,0.918183298,3.4,230.0,14.85
0.0307,1.67e-05,0.13795,0.020666667,0.0673,0.0131,0.043816667000000004,0.00075,1.67e-05,0.0,0.0016333329999999998,0.004016667,0.001,0.0075166669999999994,31.39,0.003333333,0.91,0.0,0.0,1014.84,47.05,1451607960,2016-01-01 00:26:00,0.32848340099999995,10.0,272.0,2.33
0.03445,1.67e-05,0.1113,0.019883333,0.063216667,0.01245,0.040083333,0.0007,0.000133333,0.0,0.001316667,0.00395,0.001,0.045816667,46.05,0.12178333300000001,0.59,0.0,0.0,1016.33,81.62,1451608020,2016-01-01 00:27:00,0.33431669999999997,9.89,181.0,9.49
0.032483332999999996,3.3299999999999996e-05,0.1407,0.0202,0.0642,0.012483333000000001,0.042633332999999995,0.0007,1.67e-05,3.3299999999999996e-05,0.001116667,0.0039833329999999995,0.0009666669999999999,0.008,54.49,0.0028,0.96,0.0,0.0,1039.93,72.64,1451608080,2016-01-01 00:28:00,0.32754996599999997,10.0,175.0,6.84
0.0301,0.0001,0.0052,0.019766666999999998,0.626416667,0.012883333,0.036916667,0.000583333,0.000183333,1.67e-05,0.0016666670000000001,0.003916667,0.000783333,0.006283333,58.89,0.003433333,0.61,0.0,0.0,1017.13,34.59,1451608140,2016-01-01 00:29:00,0.7448166999999998,10.0,158.0,3.02
0.031916667,0.000266667,0.0049833329999999995,0.01995,0.062216667,0.012866667,0.0418,0.000533333,1.67e-05,1.67e-05,0.0016333329999999998,0.003916667,0.0009666669999999999,0.008233333,23.04,0.004383333,0.9,0.0,0.0,1009.51,54.67,1451608200,2016-01-01 00:30:00,0.18931673400000004,10.0,247.0,2.65
0.329866667,0.00025,0.0051,0.020133333,0.0663,0.013016666999999999,0.041516667,0.0007,0.0,1.67e-05,0.0016,0.0032,0.001,0.134,23.8,0.0031,0.87,0.0,0.0,1014.59,36.2,1451608260,2016-01-01 00:31:00,0.616700034,9.86,2.0,11.51
0.032583333,0.0,0.134016667,0.020616666999999998,0.062883333,0.0128,0.039883333,0.0007,3.3299999999999996e-05,1.67e-05,0.0015333329999999998,0.004116667,0.001,0.026633333,43.12,0.003416667,0.65,0.0,0.0,1010.53,28.88,1451608320,2016-01-01 00:32:00,0.3368166660000001,10.0,186.0,5.97
0.028533332999999998,0.000283333,0.0051333329999999995,0.019816667,0.7124,0.012533333,0.03245,0.0007333330000000001,1.67e-05,0.0,0.0016666670000000001,0.003166667,0.001,0.028116667,34.25,0.10573333300000001,0.78,0.0,0.24,1013.11,70.75,1451608380,2016-01-01 00:33:00,0.8458500330000001,10.0,34.0,4.1
0.0311,0.000266667,0.005483333000000001,0.46088333299999995,0.063933333,0.012266667,0.029333333,0.0003,5e-05,0.0,0.0017,0.00315,0.001016667,0.007016667,61.86,0.20695,0.74,0.01,0.61,1016.63,59.11,1451608440,2016-01-01 00:34:00,0.6165,10.0,318.0,6.29
0.031316667,1.67e-05,0.0054,0.020033333,0.074933333,0.012783333000000001,0.041316667,0.000466667,0.000183333,0.0,0.331183333,0.004,0.0007333330000000001,0.00675,44.47,0.040166667,0.68,0.0,0.0,1011.49,68.77,1451608500,2016-01-01 00:35:00,0.529116699,10.0,173.0,4.51
0.030183333,0.00041666699999999996,0.136233333,0.020483333,0.06283333299999999,0.013033333000000001,0.09901666699999999,0.000766667,5e-05,0.0,0.001466667,0.003066667,0.0009666669999999999,0.00775,42.04,0.003333333,0.65,0.0,0.0,1009.74,59.38,1451608560,2016-01-01 00:36:00,0.37626666699999994,10.0,199.0,2.61
0.028916667000000004,1.67e-05,0.139383333,0.020116666999999998,0.07825,0.012966667,0.04125,0.00043333300000000005,0.0,1.67e-05,0.001133333,0.0042,0.001,0.00675,28.42,0.004866667,0.73,0.0008,0.0,1016.96,62.47,1451608620,2016-01-01 00:37:00,0.3344334,10.0,18.0,2.25
0.032683332999999995,0.00025,0.137783333,0.070566667,0.07915,0.013033333000000001,0.034333333,0.00075,1.67e-05,0.0,0.00145,0.0039833329999999995,0.001016667,0.007266666999999999,18.77,0.00023333299999999998,0.38,0.0017,0.0,1001.24,71.45,1451608680,2016-01-01 00:38:00,0.382283366,10.0,359.0,11.77
0.14,0.000216667,0.0047666670000000005,0.0114,0.063716667,0.0127,0.07415,0.0007333330000000001,6.670000000000001e-05,0.0,0.09671666699999999,0.004,0.00095,0.00675,42.32,0.003416667,0.48,0.0,0.0,1000.83,36.53,1451608740,2016-01-01 00:39:00,0.416166701,10.0,178.0,6.35
0.0334,0.000266667,0.137816667,0.020616666999999998,0.06425,0.01295,0.0394,0.00075,6.670000000000001e-05,0.0,0.3396,0.004033333,0.001,0.0068333330000000005,2.8,0.003283333,0.91,0.0008,0.0,1013.48,56.01,1451608800,2016-01-01 00:40:00,0.6609833669999999,10.0,306.0,1.86
0.046783332999999996,0.11551666699999999,0.005083333,0.479366667,0.0798,0.013466667,0.04265,0.0009666669999999999,0.0,0.0,0.340133333,0.004033333,0.001,0.0065,61.04,0.34653333299999994,0.93,0.0,0.62,1017.44,66.36,1451608860,2016-01-01 00:41:00,1.1353000000000002,10.0,287.0,9.87
0.028733333,0.00015,0.12638333300000001,0.0638,0.063766667,0.012983333,0.042516667,0.000683333,0.000183333,1.67e-05,0.0016333329999999998,0.004083333,0.001,0.148583333,61.59,0.1594,0.72,0.0,0.0,1013.55,69.83,1451608920,2016-01-01 00:42:00,0.49451669800000003,9.12,49.0,3.95
0.032216667000000004,1.360516667,0.005066667,0.0204,0.062216667,0.012783333000000001,0.0392,0.000516667,0.00025,0.0,0.001583333,0.004,0.000983333,0.009533333,19.74,0.003116667,0.69,0.0,0.0,1018.46,32.46,1451608980,2016-01-01 00:43:00,1.549266667,10.0,186.0,6.15
0.02815,0.00023333299999999998,0.005416666999999999,0.450583333,0.06938333299999999,0.012566667,0.04155,0.000666667,0.0,1.67e-05,0.0017333329999999999,0.003116667,0.001016667,0.1316,27.41,0.471583333,0.65,0.0,0.66,1019.49,83.11,1451609040,2016-01-01 00:44:00,0.746033367,10.0,358.0,5.99
0.028583333,5e-05,0.0051333329999999995,0.0205,0.09885,0.01275,0.039133333,0.0007333330000000001,5e-05,1.67e-05,0.001616667,0.004166667,0.0009,0.004166667,50.82,0.003333333,0.8,0.0047,0.0,1013.33,29.49,1451609100,2016-01-01 00:45:00,0.216650033,10.0,312.0,2.15
0.030633333,0.0,0.126216667,0.09705,0.1158,0.013016666999999999,0.039633333,0.0007333330000000001,0.00011666700000000001,1.67e-05,0.001583333,0.003183333,0.001016667,0.0246,26.32,0.38401666700000003,0.69,0.0,0.63,1010.31,57.95,1451609160,2016-01-01 00:46:00,0.45360003300000007,10.0,330.0,2.41
0.031566667,1.67e-05,0.0054,0.020366666999999998,0.064733333,0.01285,0.0499,0.0008,0.033966667,1.67e-05,0.0017333329999999999,0.0039833329999999995,0.000983333,0.007133333,24.76,0.003416667,0.69,0.0,0.0,1012.89,38.37,1451609220,2016-01-01 00:47:00,0.233450066,10.0,281.0,4.97
0.03045,1.67e-05,0.13815,0.019416667,0.064166667,0.046966667000000004,0.039933333,0.000783333,8.329999999999999e-05,3.3299999999999996e-05,0.0015,0.004016667,0.001,0.008416667,19.68,0.27626666699999997,0.9,0.0,0.53,1018.93,19.78,1451609280,2016-01-01 00:48:00,0.354933301,10.0,154.0,0.24
0.028983332999999997,0.0,0.0051,0.019366667,0.0634,0.012983333,0.042283333,0.0007,3.3299999999999996e-05,3.3299999999999996e-05,0.001716667,0.004,0.001,0.00885,8.76,0.152016667,0.67,0.0,0.0,1008.32,23.57,1451609340,2016-01-01 00:49:00,0.18844993300000001,6.96,214.0,9.49
0.03265,0.0,0.12381666699999999,0.020883333,0.6273,0.012933333,0.0437,0.0008,1.67e-05,1.67e-05,0.001616667,0.0039,0.0009666669999999999,0.007966667,13.81,0.004316667,0.9,0.0,0.0,1015.09,55.06,1451609400,2016-01-01 00:50:00,0.8765667339999998,7.9,269.0,11.5
0.031766667,8.329999999999999e-05,0.124333333,0.160483333,0.0653,0.013066666999999999,0.042666667,0.000766667,0.000266667,1.67e-05,0.0017,0.004116667,0.001,0.008116667,25.11,0.00435,0.35,0.012,0.0,1010.22,58.08,1451609460,2016-01-01 00:51:00,0.45368333499999997,7.92,179.0,6.47
0.033633333,0.0,0.123733333,0.020583333,0.06475,0.0128,0.0393,0.0007333330000000001,0.0252,0.0,0.001583333,0.0041,0.001016667,0.006916667,25.44,0.003816667,0.84,0.0,0.0,1020.76,76.86,1451609520,2016-01-01 00:52:00,0.334349999,8.56,308.0,2.65
0.031333333,0.0,0.004883333,0.020683333,0.065033333,0.012966667,0.040266667,0.0005,0.000916667,0.0,0.001616667,0.00425,0.001,0.00735,73.59,0.072716667,0.91,0.0,0.0,1021.85,23.57,1451609580,2016-01-01 00:53:00,0.1908,10.0,180.0,3.18
0.033316667,1.67e-05,0.005283333,0.021,0.09025,0.013066666999999999,0.041783333,0.0007,5e-05,0.0,0.001566667,0.00435,0.000833333,0.007583333,34.53,0.00305,0.94,0.0,0.0,1010.93,82.51,1451609640,2016-01-01 00:54:00,0.21980003299999998,9.22,34.0,12.11
0.033833333,1.67e-05,0.1404,0.02005,0.6434333329999999,0.013216667,0.042083333,0.000516667,1.67e-05,1.67e-05,0.0015333329999999998,0.003916667,0.001016667,0.00915,44.89,0.0022333329999999997,0.37,0.0,0.0,1012.27,63.16,1451609700,2016-01-01 00:55:00,0.9092001,10.0,31.0,8.94
0.033783333,3.3299999999999996e-05,0.134566667,0.0203,0.07235,0.0126,0.1021,0.00045,0.000666667,0.0,0.001466667,0.00325,0.001016667,0.00705,61.88,0.00305,0.81,0.0,0.0,1026.61,31.28,1451609760,2016-01-01 00:56:00,0.38963330099999993,9.91,302.0,9.46
0.03,0.00025,0.1255,0.020683333,0.067566667,0.01235,0.040066667,0.000683333,3.3299999999999996e-05,0.0,0.0071,0.00425,0.001,0.0071,18.02,0.08565,0.42,0.0,0.0,1014.91,29.93,1451609820,2016-01-01 00:57:00,0.3165833,10.0,2.0,1.74
0.031583333,0.0,0.00515,0.11271666699999999,0.10755,0.013016666999999999,0.043016667,0.000483333,1.67e-05,0.0,0.0016666670000000001,0.0041333329999999995,0.32565,0.008633333,62.77,0.11211666699999999,0.87,0.0,0.0,1002.28,35.3,1451609880,2016-01-01 00:58:00,0.6536166999999999,10.0,38.0,4.45
0.0326,0.11536666699999999,0.12633333300000002,0.0208,0.723833333,0.0133,0.0407,0.000783333,0.0,1.67e-05,0.336533333,0.0041333329999999995,0.001016667,1.0917,59.47,0.00315,0.76,0.0046,0.0,1009.79,72.16,1451609940,2016-01-01 00:59:00,2.507116699,5.82,153.0,3.03
0.034166667000000005,1.67e-05,0.104783333,0.020166667,0.066516667,0.012833333,0.041166667000000004,0.00065,0.0,0.0,0.095633333,0.0032333329999999997,0.001,0.007783333000000001,20.87,0.00335,0.75,0.0,0.0,1014.18,76.49,1451610000,2016-01-01 01:00:00,0.38795003299999997,7.99,327.0,1.42
0.032333333,0.0,0.005016667,0.020683333,0.065083333,0.013533333,0.027283332999999996,0.00075,6.670000000000001e-05,0.0,0.0016666670000000001,0.0038666670000000003,0.001016667,0.00545,55.29,0.002966667,0.7,0.0,0.67,1029.44,73.64,1451610060,2016-01-01 01:01:00,0.17675003299999997,10.0,312.0,2.0
0.030366667000000003,0.000266667,0.005083333,0.020666667,0.0661,0.013066666999999999,0.04175,0.000533333,6.670000000000001e-05,1.67e-05,0.00145,0.004,0.00085,0.006816666999999999,63.14,0.003483333,0.61,0.0,0.0,1021.67,21.23,1451610120,2016-01-01 01:02:00,0.19103340100000002,9.75,279.0,5.42
0.030133332999999998,6.670000000000001e-05,0.005033333,0.5163833329999999,0.065733333,0.012733333000000001,0.041166667000000004,0.0007,1.67e-05,0.0,0.001716667,0.003183333,0.001,0.120266667,29.58,0.003416667,0.7,0.0064,0.0,1007.25,38.77,1451610180,2016-01-01 01:03:00,0.7981333989999998,10.0,24.0,4.81
0.032016667,0.000266667,0.00515,0.020366666999999998,0.10545,0.0128,0.040316667,0.000816667,0.00033333300000000006,0.0,0.0014833329999999999,0.004,0.001016667,0.13045,63.03,0.081033333,0.53,0.0,0.0,1022.88,37.5,1451610240,2016-01-01 01:04:00,0.354466668,9.76,345.0,1.51
0.0297,6.670000000000001e-05,0.00505,0.02,0.0662,0.0125,0.12023333300000001,0.0005,0.000166667,0.0,0.0017,0.00315,0.001,0.007016667,47.51,0.24611666699999998,0.81,0.0,0.0,1024.0,38.46,1451610300,2016-01-01 01:05:00,0.267283367,10.0,310.0,7.3
0.031133333,0.0,0.127183333,0.021266667000000003,0.06345,0.01275,0.09198333300000001,0.000283333,6.670000000000001e-05,0.0,0.001466667,0.0032,0.001,0.006966666999999999,43.12,0.003,0.87,0.0,0.0,1023.48,33.3,1451610360,2016-01-01 01:06:00,0.36075003299999997,9.88,2.0,6.18
0.02845,0.0,0.00515,0.0203,0.599783333,0.012933333,0.040966667000000005,0.000766667,3.3299999999999996e-05,0.0,0.008916667,0.0039833329999999995,0.0009666669999999999,0.007116666999999999,51.73,0.0035,0.89,0.0,0.04,1013.79,93.35,1451610420,2016-01-01 01:07:00,0.729366634,9.52,30.0,2.35
0.08631666699999999,0.11795,0.004166667,0.020283333,0.065116667,0.012916667,0.0421,0.0006,6.670000000000001e-05,0.0,0.0015333329999999998,0.003183333,0.001,0.025983332999999997,14.99,0.004333333,0.62,0.0,0.0,1031.22,61.7,1451610480,2016-01-01 01:08:00,0.3812167,10.0,214.0,10.12
0.060683333,0.0002,0.12783333300000002,0.020133333,0.5779,0.013066666999999999,0.0427,0.000683333,0.000183333,3.3299999999999996e-05,0.33596666700000005,0.004266667,0.001,0.029233332999999997,20.87,0.006233333000000001,0.5,0.0,0.0,1013.56,35.76,1451610540,2016-01-01 01:09:00,1.213883299,10.0,306.0,7.87
0.029416667,0.0,0.136233333,0.019666667,0.726633333,0.012566667,0.042366667000000004,0.0007166669999999999,6.670000000000001e-05,0.0,0.339583333,0.003933333,0.001,0.12841666699999998,6.06,0.00415,0.94,0.0,0.0,1030.42,41.42,1451610600,2016-01-01 01:10:00,1.4406000339999998,10.0,49.0,11.49
0.03295,0.0,0.0048,0.020616666999999998,0.11900000000000001,0.015583333000000001,0.041666667000000004,0.000766667,8.329999999999999e-05,1.67e-05,0.33195,0.004,0.001,0.0067,-4.13,0.0032,0.41,0.0,0.05,1007.56,28.63,1451610660,2016-01-01 01:11:00,0.579133334,9.62,169.0,7.03
0.03165,0.0,0.138533333,0.0199,0.06356666700000001,0.013416667,0.042616667000000004,0.000783333,0.0003,1.67e-05,0.001716667,0.0041333329999999995,0.001,0.03575,27.81,0.00415,0.51,0.0,0.0,1012.69,41.03,1451610720,2016-01-01 01:12:00,0.35338336700000006,6.89,230.0,10.09
0.03165,3.3299999999999996e-05,0.149416667,0.020316667,0.06433333299999999,0.012916667,0.10545,0.00035,3.3299999999999996e-05,0.0,0.0019166670000000002,0.036016667,0.000983333,0.007433333,27.81,0.004383333,0.58,0.0,0.0,1022.84,70.66,1451610780,2016-01-01 01:13:00,0.430849934,10.0,193.0,7.1
0.028516667000000002,1.67e-05,0.12175,0.020116666999999998,0.063616667,0.013066666999999999,0.03255,0.000766667,0.00033333300000000006,0.0,0.3332,0.00375,0.00115,0.0068,38.34,0.003416667,0.51,0.0,0.25,1041.88,43.6,1451610840,2016-01-01 01:14:00,0.6256333679999999,9.81,307.0,7.96
0.028633332999999997,0.11501666699999999,0.11781666699999999,0.06335,0.062616667,0.013000000000000001,0.05435,0.0005,1.67e-05,0.0,0.00155,0.004,0.00095,0.009166667,66.24,0.0385,0.32,0.0,0.0,1022.68,30.59,1451610900,2016-01-01 01:15:00,0.47096670099999993,7.94,319.0,6.69
0.041483333,0.0006,0.145216667,0.020316667,0.062383333,0.010966667,0.041583333,0.000633333,0.00033333300000000006,1.67e-05,0.010516667,0.004,1.6142833330000002,0.15816666699999998,32.72,0.327133333,0.59,0.0,0.63,1023.47,45.08,1451610960,2016-01-01 01:16:00,2.110500033,8.68,283.0,4.22
0.0296,0.0,0.123366667,0.196916667,0.0643,0.01305,0.042216667,0.000766667,0.000266667,1.67e-05,0.001033333,0.004,0.001,0.006916667,2.7,0.4159,0.93,0.0,0.0,1024.69,16.94,1451611020,2016-01-01 01:17:00,0.48345003500000006,10.0,335.0,0.54
0.031633333,0.0,0.07906666700000001,0.156466667,0.0723,0.013033333000000001,0.09235,0.0007166669999999999,0.00035,0.0,0.0016,0.004016667,0.001033333,0.008266667,15.31,0.00435,0.94,0.0,0.07,1012.45,32.21,1451611080,2016-01-01 01:18:00,0.46083333400000004,10.0,291.0,1.1
0.031566667,0.0,0.005116667,0.020433333,0.68905,0.01315,0.041016667,0.0004,1.67e-05,0.0,0.0015166670000000002,0.00415,0.001,0.008,59.0,0.00425,0.95,0.0,0.0,1012.05,48.38,1451611140,2016-01-01 01:19:00,0.815416701,4.94,269.0,6.51
0.03045,1.36865,0.135816667,0.020683333,0.1024,0.013000000000000001,0.077433333,0.00055,1.67e-05,0.0,0.0016333329999999998,0.004033333,0.001,0.131366667,34.77,0.00365,0.94,0.0,0.0,1011.56,31.78,1451611200,2016-01-01 01:20:00,1.8870333659999998,8.37,167.0,5.28
0.034366667000000004,8.329999999999999e-05,0.044966667,0.020516667,0.06255,0.013066666999999999,0.159266667,0.0005,1.67e-05,1.67e-05,0.0017833329999999998,0.003066667,0.000983333,0.006999999999999999,38.88,0.0035,0.7,0.0,0.0,1016.03,43.71,1451611260,2016-01-01 01:21:00,0.34818336799999994,7.61,166.0,5.66
0.03185,0.0,0.13385,0.020283333,0.064383333,0.012983333,0.042716667,0.00075,0.00011666700000000001,0.0,0.0015,0.003133333,0.000983333,0.007466667,39.16,0.004316667,0.65,0.0,0.0,1014.35,32.46,1451611320,2016-01-01 01:22:00,0.320016666,10.0,181.0,2.1
0.032466667000000005,0.0,0.1385,0.021833332999999996,0.062583333,0.012083333,0.070716667,0.0007333330000000001,5e-05,1.67e-05,0.3399,0.004166667,0.001,0.044766667,26.55,0.39823333299999997,0.66,0.0,0.0,1026.57,40.04,1451611380,2016-01-01 01:23:00,0.7288167,10.0,35.0,3.38
8.329999999999999e-05,1.67e-05,0.12335,0.52415,0.6204333329999999,0.012933333,0.035016667,0.000816667,0.00041666699999999996,0.0,0.0016333329999999998,0.004233333,0.001,0.00705,27.48,0.004366667,0.54,0.0,0.0,1031.5,60.85,1451611440,2016-01-01 01:24:00,1.331133333,10.0,196.0,5.35
0.028833333,0.0,0.135916667,0.0628,0.06456666700000001,0.013133333,0.15945,0.000766667,0.000616667,0.0,0.001566667,0.004066667,0.001,0.0067,68.62,0.004333333,0.43,0.0,0.0,997.38,72.73,1451611500,2016-01-01 01:25:00,0.47941666800000005,10.0,302.0,6.5
